Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE24,OUT019,354.16174
FDK50,OUT049,2726.259
FDG31,OUT045,1010.7668
FDC60,OUT045,1615.6793
FDL36,OUT013,1377.6537
FDP21,OUT013,3146.1765
FDW16,OUT045,1377.9562
FDX02,OUT017,4025.9082
FDQ58,OUT027,3935.915
FDT51,OUT046,1712.4128
FDD59,OUT049,1295.8265
NCM42,OUT018,1475.0522
FDA57,OUT018,450.7582
FDZ48,OUT035,1936.4332
FDE46,OUT045,2328.916
NCZ30,OUT019,359.02838
FDB56,OUT017,3266.83
FDA25,OUT027,2709.2024
FDD20,OUT013,2120.2388
FDL25,OUT013,1410.0004
NCO18,OUT049,3005.099
FDJ45,OUT017,696.3641
FDR12,OUT035,2880.6768
NCF19,OUT010,109.71983
FDK25,OUT046,2808.523
NCR17,OUT046,1879.9473
FDC52,OUT046,2356.7295
NCA54,OUT017,3167.366
FDR45,OUT010,469.74765
NCM19,OUT049,1966.4454
FDF39,OUT027,6023.847
FDX23,OUT049,1518.5753
FDD58,OUT027,2627.7703
FDX28,OUT013,1649.8208
NCD31,OUT013,2619.7517
FDU57,OUT018,2178.4812
FDI27,OUT046,722.0669
NCM42,OUT046,1682.1023
FDD32,OUT027,2307.0615
FDI34,OUT013,3897.658
NCM29,OUT049,2146.8225
FDG46,OUT018,1591.771
DRC01,OUT010,152.69524
FDB15,OUT027,5182.717
NCA17,OUT027,3773.78
FDF10,OUT046,2462.6194
FDR26,OUT027,4718.3413
FDI02,OUT049,1776.1594
NCM54,OUT010,302.26932
FDF14,OUT013,2452.664
FDJ33,OUT010,287.27707
FDM20,OUT035,4292.768
FDC03,OUT027,5386.702
NCX05,OUT046,1942.8324
NCM41,OUT027,2524.6426
NCU29,OUT010,381.58066
FDQ59,OUT017,1350.3589
FDH46,OUT010,252.50356
FDH09,OUT013,635.4851
NCD06,OUT045,763.5784
FDC15,OUT035,2386.5056
DRD37,OUT027,1161.3536
FDT28,OUT027,3798.028
FDR28,OUT027,4188.1
FDT38,OUT017,1325.6968
FDV34,OUT027,2005.9578
FDY52,OUT035,1054.5027
FDB34,OUT013,1371.4287
DRL23,OUT018,1344.3479
DRB24,OUT046,2493.175
FDJ50,OUT046,878.4229
FDQ49,OUT035,2456.1033
FDP20,OUT035,2078.688
FDV19,OUT027,4286.427
NCR54,OUT045,2970.8477
FDO09,OUT010,578.41254
FDS57,OUT018,1928.4686
FDN10,OUT049,1899.7635
FDV23,OUT049,2051.344
FDY28,OUT049,3651.2644
DRG51,OUT013,2627.3965
FDD45,OUT019,286.6357
NCL18,OUT027,5570.1006
NCM29,OUT013,2112.3228
FDF17,OUT027,5392.594
FDE22,OUT017,2673.656
FDQ22,OUT017,683.70386
FDS01,OUT013,3052.1965
FDW35,OUT027,1009.6743
FDJ33,OUT046,1993.9303
NCF54,OUT035,2941.0356
FDE09,OUT013,1687.6328
NCE06,OUT045,2362.3298
DRH49,OUT049,1260.1674
FDY43,OUT045,2736.6624
NCT05,OUT017,4431.034
FDZ34,OUT045,3505.3857
FDL38,OUT017,1437.3964
FDZ31,OUT017,3276.4521
FDR14,OUT035,912.3614
NCN54,OUT049,1278.6619
NCC42,OUT027,3420.691
FDK08,OUT017,1595.3994
FDP59,OUT013,1536.8688
FDV22,OUT035,2788.2126
FDD33,OUT035,3712.2937
DRE60,OUT027,6406.6763
FDK52,OUT046,3722.304
FDA02,OUT017,2502.253
FDM56,OUT049,1657.2456
FDE57,OUT035,2242.4695
FDM32,OUT045,1337.9517
NCQ30,OUT027,2957.5752
FDQ27,OUT027,2642.3372
FDT60,OUT027,3200.5164
FDU43,OUT049,3958.009
NCO55,OUT035,1724.1079
FDG02,OUT045,2803.3984
FDJ28,OUT013,3195.2612
FDP40,OUT045,1716.1409
FDJ38,OUT045,3131.5042
NCC54,OUT017,4067.5984
NCZ41,OUT046,2078.0999
FDK38,OUT019,434.4919
FDU52,OUT013,2369.4893
FDC40,OUT046,1190.3293
NCR30,OUT017,1110.8187
NCN18,OUT017,1879.2107
FDB50,OUT035,1353.3627
FDG04,OUT013,3185.6643
FDR26,OUT035,2705.9453
NCT17,OUT018,2836.8635
FDX35,OUT027,5441.3843
FDS12,OUT046,2124.5854
NCZ29,OUT027,3297.1501
FDB38,OUT010,464.3868
FDP12,OUT013,593.7975
FDP22,OUT046,830.3519
FDS26,OUT018,4287.567
FDR52,OUT046,3156.027
DRJ13,OUT046,2572.9265
FDU48,OUT027,3381.441
FDE29,OUT035,1030.8224
NCT29,OUT049,2108.7158
DRK37,OUT018,3118.4248
FDK55,OUT046,1331.1627
FDR07,OUT046,1470.841
FDO21,OUT027,5299.025
FDK46,OUT049,5184.3296
FDB12,OUT045,1666.1069
FDT31,OUT027,4810.1714
FDJ33,OUT045,1966.5795
FDC26,OUT027,3021.2104
NCQ02,OUT045,2900.7803
FDP08,OUT010,528.0446
FDB11,OUT027,5543.097
FDV55,OUT013,2417.5266
FDW20,OUT049,2010.6473
NCJ18,OUT019,343.67276
FDC41,OUT018,987.0247
FDE14,OUT027,2693.2498
FDG35,OUT013,2681.3323
FDF45,OUT035,970.6681
FDS19,OUT027,2259.9685
FDS58,OUT019,484.79
FDA26,OUT017,3875.3728
FDM32,OUT049,1347.9132
FDL45,OUT046,2126.1855
FDZ55,OUT049,2613.6338
FDY37,OUT049,2226.2703
FDO46,OUT046,2793.1433
FDQ60,OUT046,2055.4216
FDA19,OUT018,1801.2042
FDL15,OUT046,2411.4744
FDM10,OUT018,2732.8435
NCL05,OUT017,683.87604
DRK49,OUT010,100.59199
NCE18,OUT027,6953.148
FDG40,OUT049,645.18787
DRI59,OUT045,3925.652
FDK28,OUT035,4512.593
NCD06,OUT019,135.73874
FDO11,OUT019,590.8027
FDK27,OUT046,1902.5476
FDT43,OUT027,1360.2291
FDD38,OUT018,1416.3096
FDA16,OUT049,3836.94
FDL14,OUT027,3965.9434
NCM17,OUT049,697.1583
FDD20,OUT045,2075.344
FDA40,OUT045,1348.9111
FDL43,OUT045,1210.6342
FDV15,OUT045,1687.812
FDE52,OUT046,1379.8706
NCL17,OUT010,478.5557
NCJ31,OUT045,3400.5872
FDR60,OUT045,1241.3301
NCA18,OUT035,1893.5698
FDS21,OUT027,1836.155
FDW09,OUT035,1347.4792
FDL26,OUT035,2672.793
FDS47,OUT018,1239.8118
FDC39,OUT046,3307.006
FDT51,OUT035,1762.8641
FDK40,OUT035,4261.8115
NCG19,OUT045,3208.267
FDZ07,OUT046,1006.5507
FDF08,OUT027,2519.996
FDO04,OUT013,809.4213
FDK41,OUT018,1146.96
FDP15,OUT049,4844.7363
NCD43,OUT018,1365.9937
NCP18,OUT013,2480.9148
FDZ51,OUT046,1488.2249
DRH13,OUT035,1664.02
FDF38,OUT045,639.82587
NCI43,OUT045,739.26044
FDM38,OUT027,1778.8269
FDS03,OUT013,1040.5208
DRJ47,OUT017,2925.7368
FDT50,OUT010,230.8589
FDV02,OUT046,2871.4014
NCG18,OUT017,1716.634
FDW52,OUT046,2678.5334
FDS40,OUT035,677.20416
FDN31,OUT017,3234.59
FDA37,OUT045,1997.5419
FDA15,OUT046,4530.5044
FDL39,OUT046,2872.1274
FDJ53,OUT045,1902.6022
FDX22,OUT013,3674.9985
NCZ42,OUT045,4075.8604
FDD56,OUT027,4505.696
FDD40,OUT017,3399.045
FDS50,OUT013,3756.38
NCN14,OUT013,3234.6733
FDT15,OUT013,3126.426
NCS18,OUT027,2679.3606
NCO26,OUT010,346.1428
FDF58,OUT018,792.57654
NCB19,OUT013,1353.4685
FDH26,OUT017,2259.9949
DRB24,OUT027,4152.598
FDA49,OUT018,1176.5834
FDB32,OUT045,1485.0438
FDI36,OUT017,3522.6665
NCA17,OUT010,335.4955
FDH22,OUT013,2100.9822
NCM26,OUT018,2326.8235
FDT15,OUT027,5243.3535
FDB16,OUT018,1161.4469
NCP54,OUT027,3215.882
FDJ36,OUT013,1671.8445
FDO28,OUT045,1839.1144
FDU09,OUT013,808.7603
FDF29,OUT017,2148.415
FDY08,OUT013,2099.1902
DRJ59,OUT018,406.92276
FDT23,OUT027,2223.979
FDU15,OUT018,449.93994
FDT47,OUT013,1654.1682
FDI53,OUT019,503.0275
FDR59,OUT018,3437.7068
FDD53,OUT035,690.08246
FDY51,OUT017,3698.8315
FDT04,OUT049,660.44635
FDU51,OUT049,3061.6782
FDG14,OUT035,2524.025
NCU06,OUT045,4092.2012
DRG25,OUT046,3289.4312
DRH49,OUT035,1351.3475
FDN15,OUT035,2217.4993
FDL43,OUT018,978.53754
NCT18,OUT049,3454.2415
NCB31,OUT013,3978.151
FDK57,OUT035,1935.1897
FDY04,OUT019,358.3665
NCP54,OUT046,2072.6338
FDF41,OUT013,3819.54
FDM01,OUT045,1602.4509
FDW03,OUT045,1724.3546
FDF28,OUT045,2020.5713
FDY37,OUT017,2270.9211
FDQ03,OUT017,3718.821
FDP51,OUT027,3080.946
FDJ40,OUT017,1783.9725
FDC32,OUT049,1470.0504
DRI49,OUT027,2331.846
NCW54,OUT017,895.65857
FDF09,OUT017,674.637
FDP45,OUT018,3248.3752
DRJ23,OUT018,2992.2048
FDS59,OUT017,1847.6187
FDY08,OUT046,2051.4473
FDX16,OUT049,2486.0146
FDY16,OUT018,3046.6357
FDK32,OUT035,2631.9106
FDQ22,OUT013,642.0128
NCC31,OUT018,2179.7988
FDG58,OUT049,2455.1042
DRF48,OUT013,3146.0293
DRH36,OUT049,1119.5731
NCR30,OUT035,1168.334
FDB03,OUT019,511.7122
FDZ28,OUT027,3411.5112
FDR35,OUT017,3141.0762
DRD15,OUT027,5754.373
FDJ33,OUT019,311.53333
FDA56,OUT010,269.09357
FDP56,OUT046,764.1371
NCT30,OUT046,752.28577
FDK15,OUT017,1691.0518
FDH44,OUT018,2229.917
FDV01,OUT013,2422.8826
DRG03,OUT017,2474.1143
FDG50,OUT027,2425.2349
FDR16,OUT010,637.69556
FDZ60,OUT046,1544.1376
DRG03,OUT045,2398.167
FDS56,OUT018,3543.603
FDU33,OUT045,757.19995
DRD27,OUT035,1568.3759
FDW22,OUT046,3596.5396
DRA24,OUT045,2714.1973
FDF38,OUT049,659.0761
FDX48,OUT013,2474.2024
FDS58,OUT018,2351.3972
FDC32,OUT046,1448.3701
NCQ29,OUT045,3585.66
DRK39,OUT018,1150.4896
NCS38,OUT017,1915.7538
DRO47,OUT013,1734.0004
DRG27,OUT027,1089.0667
FDC57,OUT027,5478.071
FDS55,OUT046,2410.68
NCJ06,OUT018,1751.7361
FDO01,OUT019,304.4977
NCM55,OUT045,3038.073
FDC52,OUT049,2388.5454
FDQ15,OUT045,1223.0701
NCT30,OUT027,1435.6228
NCR42,OUT027,1056.7924
FDD28,OUT035,928.64386
FDQ34,OUT049,1764.7754
FDZ12,OUT027,3414.1777
DRE13,OUT019,220.98022
NCN07,OUT019,300.5428
FDM28,OUT035,3058.487
FDI10,OUT017,2898.149
FDQ25,OUT013,2720.8423
FDA38,OUT010,345.34393
DRI13,OUT049,3651.7817
FDY20,OUT027,2523.4382
NCZ53,OUT035,3373.1074
NCM31,OUT013,2464.7546
DRB01,OUT017,2536.7905
DRF37,OUT046,4249.0825
NCF42,OUT049,2761.7021
FDF16,OUT018,2087.1057
FDB41,OUT013,735.1242
FDR34,OUT013,4200.025
FDR15,OUT018,2198.2473
NCV42,OUT019,303.24457
FDW51,OUT035,3578.6404
FDU36,OUT017,1616.4498
FDX60,OUT049,1308.7625
FDY03,OUT035,1932.8932
FDW55,OUT045,3845.4653
FDT01,OUT010,528.35803
FDG58,OUT013,2400.7114
FDK21,OUT017,4954.796
NCS41,OUT019,464.141
FDS10,OUT045,3053.458
NCT53,OUT046,2613.3037
FDJ28,OUT018,2806.34
FDX44,OUT045,1290.0421
FDT20,OUT018,484.20993
FDO44,OUT017,1730.7601
NCX17,OUT049,3754.3252
FDY01,OUT017,1972.9819
FDJ12,OUT027,5632.987
DRK35,OUT018,463.32773
FDD47,OUT019,408.1896
NCM53,OUT035,1721.7098
FDO45,OUT013,1347.4703
NCM42,OUT010,321.43478
FDE04,OUT046,3055.7178
NCI30,OUT027,5975.7886
FDZ19,OUT013,2839.568
FDW57,OUT013,2913.7302
FDA25,OUT013,1729.7637
FDT22,OUT046,930.40985
FDP51,OUT013,1961.2018
FDD48,OUT027,2958.921
FDY39,OUT035,3464.553
FDO48,OUT010,598.70496
FDD23,OUT027,5180.0786
DRN35,OUT027,1031.5123
FDT01,OUT035,3255.9912
FDC20,OUT010,139.75151
DRJ35,OUT035,1001.77185
FDB32,OUT046,1521.4877
FDL24,OUT046,3054.1692
NCV42,OUT035,1945.2373
FDZ46,OUT046,1671.1599
FDC15,OUT013,2356.1965
FDD08,OUT019,86.16949
FDY50,OUT049,1325.254
FDD36,OUT013,2011.4369
FDG57,OUT027,1397.9961
FDL21,OUT018,510.68448
FDN16,OUT027,2650.389
FDJ09,OUT027,1117.209
FDS01,OUT010,512.90704
FDV33,OUT017,4097.956
DRE12,OUT017,1707.6405
FDR07,OUT013,1467.6796
FDP48,OUT010,551.0043
NCB55,OUT035,955.3546
FDQ08,OUT013,888.68726
FDR34,OUT035,4443.8335
FDO33,OUT046,1805.9861
FDP13,OUT045,684.9987
FDX12,OUT049,3977.902
NCT06,OUT049,2888.5625
FDR16,OUT019,517.2763
FDE36,OUT046,3015.7634
FDZ36,OUT049,3457.6497
FDV13,OUT045,1390.637
NCZ17,OUT035,707.1327
FDU56,OUT045,3162.2483
FDM09,OUT035,2811.5957
FDV02,OUT017,2949.1606
FDS34,OUT018,1535.049
FDA11,OUT049,1556.5266
FDP09,OUT017,4068.6401
FDB29,OUT027,2972.5798
FDT19,OUT017,3093.7231
DRH15,OUT017,727.28485
FDY38,OUT046,3716.2617
FDF14,OUT027,3863.4731
FDN48,OUT010,235.77275
FDQ12,OUT013,3924.2712
NCJ43,OUT045,2802.0962
FDE17,OUT019,374.339
FDB05,OUT035,4176.804
FDH10,OUT045,2010.3375
NCR06,OUT017,701.3771
FDU32,OUT018,1715.2632
FDD56,OUT049,2931.6404
FDO36,OUT018,2578.1724
FDH16,OUT010,226.02525
FDX10,OUT018,516.0591
FDZ37,OUT017,1394.9272
FDU31,OUT010,493.77737
DRC49,OUT049,2110.0154
FDL15,OUT045,2395.5256
FDN32,OUT019,446.93607
DRH59,OUT027,1997.7493
NCU29,OUT049,2666.4
FDR37,OUT019,789.8418
FDS14,OUT018,2249.2944
FDU02,OUT027,6172.458
FDJ08,OUT035,3246.775
NCZ06,OUT045,3412.0935
FDO31,OUT049,1307.5623
FDH31,OUT018,1367.2615
FDS58,OUT017,2686.3472
NCA53,OUT027,1286.7397
FDF50,OUT046,2815.6187
NCW42,OUT049,3852.0142
NCQ17,OUT045,2469.3357
FDK51,OUT018,4262.541
NCW41,OUT010,527.54376
NCR29,OUT017,852.8934
FDB08,OUT019,388.8084
FDA40,OUT027,2463.7908
FDL14,OUT018,2292.6343
FDB47,OUT046,3379.8289
FDO03,OUT035,4332.7476
DRK13,OUT019,463.93518
FDX13,OUT010,930.25287
FDF52,OUT046,3214.6504
FDT11,OUT013,3112.045
FDB08,OUT013,2563.3801
FDQ28,OUT018,2313.3025
FDD29,OUT045,4105.2227
NCQ29,OUT027,5824.7114
NCO02,OUT013,970.8501
FDR56,OUT010,505.2238
NCM54,OUT049,2135.551
FDP51,OUT035,1979.7964
FDT38,OUT013,1260.0582
FDZ20,OUT018,3518.5498
FDJ53,OUT013,1955.6292
FDX13,OUT049,4141.6445
FDP58,OUT035,3609.0789
NCK31,OUT019,145.80383
FDA35,OUT018,1760.9625
FDV37,OUT018,2703.7495
NCO07,OUT027,5323.2803
FDA20,OUT045,3070.616
FDZ59,OUT035,2782.4387
NCY17,OUT017,718.50336
FDQ28,OUT035,2548.8052
FDV35,OUT017,2552.3877
FDQ36,OUT013,646.12244
FDD34,OUT018,2292.8938
FDK51,OUT045,3825.2236
FDV31,OUT035,2726.4146
FDR04,OUT035,1570.6577
FDR14,OUT049,886.6503
DRC36,OUT010,384.81064
FDE39,OUT019,288.62985
FDP57,OUT049,1687.853
FDE57,OUT046,2157.648
NCN18,OUT046,1844.5507
NCQ05,OUT018,2262.0183
FDW47,OUT035,2083.1536
FDV46,OUT035,2253.4587
NCP29,OUT045,1028.6453
FDE09,OUT018,1493.8047
NCU06,OUT027,5964.99
FDT19,OUT010,426.10483
DRF15,OUT017,2372.1213
DRI51,OUT013,2800.2197
NCX54,OUT013,1690.1064
DRE01,OUT013,4086.2207
NCB07,OUT045,3008.808
FDU50,OUT035,1849.9214
FDG40,OUT035,672.58246
FDW10,OUT018,2527.605
FDX51,OUT013,3211.6853
NCP17,OUT045,1011.0628
FDP21,OUT035,3318.144
FDL04,OUT045,1569.9839
FDV23,OUT013,1984.1609
FDF24,OUT046,1294.828
FDH56,OUT027,3178.0127
FDB51,OUT049,926.40686
FDI58,OUT027,2562.0813
FDR20,OUT013,717.54193
FDC51,OUT018,1707.6113
FDB16,OUT027,2330.929
FDE40,OUT049,977.10315
NCM17,OUT035,730.83264
FDU56,OUT035,3334.8066
FDS32,OUT019,324.79773
FDX02,OUT049,3945.4268
FDT39,OUT027,4061.3616
FDE35,OUT017,919.7998
NCI42,OUT019,592.9178
DRL23,OUT046,1610.185
FDA10,OUT046,1952.0079
FDA11,OUT013,1508.6356
NCM06,OUT046,2435.3486
NCT05,OUT035,4112.9443
NCQ02,OUT010,473.6701
NCY06,OUT049,2383.0774
FDY56,OUT035,4174.1724
FDL02,OUT035,1720.6874
NCI06,OUT035,2976.4614
FDQ14,OUT045,2333.4622
FDQ12,OUT017,4049.681
FDP36,OUT046,838.7353
FDK21,OUT027,6271.3584
FDO40,OUT045,2431.8254
NCK54,OUT019,313.91003
FDY09,OUT018,2615.134
NCW30,OUT049,4394.8716
NCC55,OUT027,956.3574
FDE58,OUT018,1543.2712
FDR39,OUT013,3215.7002
FDU28,OUT049,3115.151
FDH08,OUT017,3908.5193
FDG35,OUT045,2492.1904
FDG22,OUT049,694.49176
FDC34,OUT035,2817.1118
FDP15,OUT018,3758.5251
FDK34,OUT010,434.44745
FDU45,OUT035,2047.9043
FDQ04,OUT027,1049.2258
FDX22,OUT018,3248.5884
FDB45,OUT017,1580.9108
NCH43,OUT027,5246.708
DRE60,OUT046,3982.2312
FDD17,OUT027,5884.3906
NCM54,OUT017,2133.1443
NCH55,OUT013,2034.7555
NCT06,OUT017,2707.378
FDA48,OUT027,5335.3486
FDY58,OUT027,6829.9795
FDO25,OUT045,3810.0793
FDN50,OUT045,1531.3804
FDH35,OUT035,2703.8474
FDK09,OUT045,3801.3213
FDO16,OUT013,1397.1547
FDW11,OUT045,1003.848
FDU47,OUT027,3590.3687
NCQ42,OUT010,261.52313
FDK55,OUT027,2413.0552
FDN08,OUT049,1946.9055
FDT57,OUT045,3769.422
FDJ12,OUT018,3236.955
DRL59,OUT017,828.23883
NCN53,OUT046,720.27515
FDO51,OUT010,86.96205
FDK56,OUT017,3162.6992
FDY12,OUT035,938.5488
FDU15,OUT035,706.8355
FDQ19,OUT046,3811.8174
DRF15,OUT045,2336.8025
DRE25,OUT019,236.24052
FDK57,OUT018,1685.3939
FDD33,OUT010,565.3628
FDR34,OUT027,6685.65
FDU04,OUT045,1945.2573
FDE35,OUT019,194.22614
NCD31,OUT035,2739.1553
FDJ56,OUT035,1682.6986
NCU53,OUT046,2596.7769
FDD39,OUT035,3658.21
NCU17,OUT019,281.865
FDJ20,OUT046,1927.6335
NCW41,OUT018,2469.203
FDL52,OUT035,692.9038
FDS39,OUT035,2192.6807
DRJ47,OUT045,2709.6267
FDP13,OUT010,145.37862
DRK39,OUT010,184.73618
FDF28,OUT010,249.6496
FDB09,OUT045,2024.0369
FDM51,OUT046,1487.4142
DRM49,OUT018,630.5385
DRF23,OUT013,2613.8909
DRH01,OUT035,2925.9348
FDH12,OUT027,2702.1042
FDA28,OUT019,266.34546
FDW37,OUT018,1232.958
FDF02,OUT046,1692.9918
DRL37,OUT046,674.0511
NCF43,OUT046,2044.4021
FDH08,OUT010,658.54504
FDR34,OUT019,725.55225
NCK19,OUT049,3356.0574
NCD55,OUT018,471.56894
FDT27,OUT049,3553.961
FDQ57,OUT045,2397.6145
FDA47,OUT035,2656.8896
DRG15,OUT027,1930.5706
FDE05,OUT018,2134.9517
FDN46,OUT046,1695.7522
FDX27,OUT027,2569.3508
FDT51,OUT045,1682.4662
FDU33,OUT013,674.1296
FDJ16,OUT027,1738.8577
FDD20,OUT019,334.72525
FDT36,OUT049,656.2839
DRF15,OUT027,3723.2383
FDN52,OUT010,202.27289
FDC22,OUT027,5560.286
FDX15,OUT045,2541.866
FDT13,OUT013,3300.5884
FDU04,OUT017,2041.9465
FDU31,OUT019,478.77652
FDW59,OUT027,2289.4988
NCO29,OUT046,2587.2615
FDL15,OUT035,2492.167
FDI41,OUT049,2493.1597
FDQ48,OUT049,1624.8116
DRI39,OUT013,850.56683
FDI08,OUT013,4292.1294
FDC21,OUT049,1837.5382
FDF58,OUT035,1068.981
FDS08,OUT010,450.08096
FDE47,OUT045,2042.0682
NCP18,OUT019,352.90546
NCR41,OUT013,1527.7418
FDA27,OUT013,3507.5693
FDA43,OUT035,3195.954
FDA49,OUT045,1350.94
NCE55,OUT018,2628.0945
DRM49,OUT027,1237.9307
FDF22,OUT027,5252.6865
FDQ15,OUT018,1100.1976
NCS54,OUT017,3187.8057
NCY05,OUT013,579.95496
FDR45,OUT046,3888.4695
FDK57,OUT049,2046.291
FDF41,OUT010,1077.989
FDV21,OUT046,2074.5178
FDD51,OUT046,731.61115
FDF33,OUT046,2049.1729
FDA38,OUT046,3769.1536
FDR56,OUT045,3136.5654
NCN41,OUT017,2092.1516
FDC60,OUT027,2496.061
FDB47,OUT045,3353.1123
DRH01,OUT013,2882.9922
FDW08,OUT046,1670.8154
FDF38,OUT027,1095.4966
FDY32,OUT017,2605.461
FDG34,OUT049,1693.2014
FDG47,OUT019,446.7197
NCF18,OUT035,3086.3508
FDL39,OUT019,406.0129
NCH55,OUT035,2155.4282
DRJ35,OUT049,965.34406
FDS44,OUT035,3881.5574
DRE01,OUT018,3756.5283
FDY39,OUT013,3266.9868
FDY32,OUT018,2397.7456
FDR33,OUT027,3011.8262
NCP50,OUT049,1283.9783
FDZ47,OUT018,1285.4666
FDU57,OUT049,2505.8867
FDY44,OUT013,3295.8745
DRH59,OUT018,967.212
FDB03,OUT027,6072.9595
FDY46,OUT045,3057.8413
FDM39,OUT045,2694.4429
FDY36,OUT035,1224.7269
NCM55,OUT035,3207.7852
FDJ50,OUT010,139.81204
DRL60,OUT013,2396.6855
NCJ54,OUT049,3672.8384
FDX59,OUT017,614.49677
FDI07,OUT013,3328.85
DRF51,OUT010,118.23374
FDM14,OUT017,1732.4868
FDP21,OUT045,3099.153
FDE40,OUT035,1093.6013
FDE05,OUT035,2497.9126
FDM13,OUT027,3340.158
FDC34,OUT027,3922.5854
NCI55,OUT018,1778.9016
NCE43,OUT018,2565.0774
FDW58,OUT018,1421.7626
FDG60,OUT045,3817.727
FDV31,OUT017,2836.8772
FDR47,OUT013,3216.6416
FDM60,OUT019,102.73885
NCF06,OUT018,2822.083
NCN26,OUT027,2889.701
FDQ59,OUT049,1369.934
FDF09,OUT046,647.85
NCS06,OUT017,3522.2153
FDT44,OUT046,1845.9125
FDI19,OUT017,4133.037
FDT22,OUT017,957.2651
NCF54,OUT027,4374.9507
DRG25,OUT045,3283.0737
FDB59,OUT017,3228.497
FDQ37,OUT017,3555.6018
FDP56,OUT035,816.58344
FDW44,OUT035,2949.2847
FDJ26,OUT010,444.6361
FDU43,OUT018,3077.5244
FDW33,OUT045,1605.575
NCX53,OUT027,3375.4717
FDN56,OUT010,364.68906
DRF15,OUT049,2382.4792
FDO33,OUT017,1968.7106
FDZ39,OUT010,225.81084
NCJ19,OUT017,839.1256
FDU01,OUT035,3507.337
FDT12,OUT035,3902.0786
NCM18,OUT018,854.7047
FDP19,OUT017,2113.9897
NCR42,OUT049,641.77496
FDN10,OUT046,1876.6174
FDG44,OUT017,925.501
FDQ10,OUT046,2968.706
DRH13,OUT049,1612.6808
FDT52,OUT013,3971.547
FDM56,OUT045,1720.326
NCO43,OUT010,340.11368
NCV29,OUT035,3183.9197
NCF06,OUT013,4116.646
FDO50,OUT035,1507.9362
FDT59,OUT013,4036.838
FDX40,OUT027,1030.6761
FDE50,OUT017,3337.6328
FDX51,OUT017,3304.3613
NCD30,OUT018,1303.7301
FDK15,OUT013,1675.6183
FDL12,OUT045,982.51294
FDK46,OUT017,4324.9966
DRH49,OUT010,178.19421
FDQ57,OUT046,2434.8086
FDY59,OUT017,1458.8148
FDO09,OUT018,3915.4094
NCG30,OUT035,2079.755
FDM09,OUT017,2742.4214
NCN17,OUT027,2665.1855
NCS42,OUT013,1365.5691
FDD02,OUT019,307.7401
FDE34,OUT013,3279.4949
FDU38,OUT045,3182.8342
FDB33,OUT046,2650.0132
NCJ29,OUT017,1350.1443
FDZ27,OUT035,798.58374
FDI40,OUT013,1513.3586
FDG22,OUT013,634.0896
FDT51,OUT017,1776.6987
FDF20,OUT018,2834.278
FDV50,OUT035,2075.0298
FDT02,OUT049,619.8762
DRC49,OUT017,2403.3303
FDF26,OUT049,2487.1343
FDV52,OUT035,2043.4316
FDX59,OUT049,626.8667
FDV25,OUT035,4223.214
FDW23,OUT027,1013.85364
FDE53,OUT018,1350.2717
FDA19,OUT017,2128.7864
FDH22,OUT046,2060.8696
NCO41,OUT013,1489.1951
FDX12,OUT017,4368.3516
FDF17,OUT013,3129.8018
FDS11,OUT045,3742.345
FDR51,OUT035,2458.254
FDT49,OUT010,250.65239
FDC56,OUT013,2037.7651
FDR13,OUT027,2998.0984
FDQ60,OUT035,2093.959
FDN38,OUT049,4221.0933
NCL29,OUT013,2606.8767
FDO13,OUT027,4069.4268
FDE26,OUT018,2103.8464
FDA31,OUT010,394.21823
FDX14,OUT035,1177.8901
FDA34,OUT045,2845.7415
FDF26,OUT013,2438.9666
FDE38,OUT045,2687.5623
DRI11,OUT046,1870.3802
FDQ60,OUT027,2890.1443
FDL21,OUT027,1029.6349
DRC12,OUT027,5646.8926
FDC47,OUT046,3993.3425
FDE57,OUT045,2030.6559
FDT14,OUT045,1962.7656
NCZ53,OUT046,3344.117
FDE28,OUT018,3781.8513
FDR19,OUT035,2541.9558
NCF54,OUT019,425.91293
FDZ08,OUT046,1289.1616
NCJ05,OUT018,2185.1514
FDF59,OUT046,2071.4958
NCO05,OUT035,1766.6572
FDW24,OUT018,605.2584
NCX42,OUT018,2637.4731
NCA53,OUT035,818.0709
FDI45,OUT019,387.6106
FDG46,OUT046,1925.6709
FDM20,OUT010,426.61603
FDW11,OUT010,153.16087
FDX08,OUT035,3085.154
NCK17,OUT035,692.377
FDK32,OUT018,2178.7861
NCA42,OUT035,2664.9954
DRI01,OUT035,2987.2668
NCL55,OUT049,4185.2456
DRE25,OUT018,1277.4402
FDD14,OUT017,3020.1729
FDB10,OUT046,3580.8274
DRN11,OUT035,2382.5288
FDP38,OUT018,603.19403
NCA30,OUT017,3159.9312
FDT15,OUT017,3228.8784
NCP55,OUT018,722.46387
FDF12,OUT035,2467.1187
FDM21,OUT018,3562.7234
FDX56,OUT035,3873.9956
FDF10,OUT017,2501.4707
FDT32,OUT045,2928.4475
FDM51,OUT018,1318.4358
NCR50,OUT018,2458.2166
FDI19,OUT049,4024.1543
FDX21,OUT017,1691.9117
FDR31,OUT035,2522.0632
FDY02,OUT013,4409.512
NCA29,OUT045,3099.2524
NCX17,OUT046,2897.0557
FDM12,OUT045,3041.4688
FDI53,OUT027,3616.405
NCU30,OUT049,2986.0154
FDC56,OUT027,3263.397
FDK27,OUT018,1703.669
